fid,id,associated_tile,truth
1829,1043,all_11412.tif,51
1830,1137,all_10295.tif,23
1831,1158,all_4338.tif,21
1832,1205,all_11225.tif,23
1833,1273,all_6758.tif,21
1834,1316,all_5828.tif,24
1835,1450,all_6759.tif,24
1836,1467,all_9732.tif,31
1837,1497,all_10483.tif,31
1838,1552,all_9733.tif,23
1839,1636,all_9923.tif,21
1840,1662,all_6017.tif,23
1841,1710,all_6944.tif,24
1842,1836,all_5456.tif,24
1843,1916,all_6203.tif,42
1844,2169,all_8805.tif,21
1845,2198,all_9918.tif,21
1846,2261,all_8615.tif,24
1847,2289,all_9175.tif,23
1848,2308,all_9364.tif,21
1849,2370,all_8619.tif,21
1850,2397,all_8990.tif,24
1851,2403,all_10668.tif,24
1852,2444,all_6950.tif,23
1853,2500,all_10481.tif,21
1854,2620,all_6015.tif,11
1855,2705,all_10294.tif,21
1856,2729,all_5082.tif,31
1857,2886,all_9917.tif,21
1858,2900,all_11041.tif,23
1859,2962,all_10289.tif,21
1860,2964,all_6761.tif,24
1861,3144,all_11411.tif,23
1862,3240,all_7131.tif,23
1863,3246,all_9737.tif,23
1864,3350,all_6762.tif,52
1865,3460,all_7134.tif,23
1866,3502,all_10297.tif,21
1867,3505,all_4712.tif,52
1868,3529,all_9174.tif,21
1869,3714,all_5458.tif,42
1870,3749,all_11040.tif,21
1871,3784,all_4713.tif,52
1872,3815,all_7133.tif,24
1873,3884,all_5642.tif,21
1874,3932,all_10667.tif,23
1875,4027,all_10855.tif,21
1876,4382,all_6204.tif,52
1877,4488,all_6572.tif,31
1878,4496,all_9177.tif,23
1879,4560,all_6760.tif,21
1880,4792,all_9359.tif,24
1881,4797,all_9735.tif,21
1882,4988,all_9921.tif,11
1883,5051,all_6764.tif,31
1884,5097,all_9179.tif,31
1885,5388,all_3595.tif,42
1886,5393,all_10482.tif,21
1887,5503,all_10105.tif,23
1888,5514,all_5271.tif,52
1889,5618,all_9362.tif,11
1890,5700,all_6947.tif,24
1891,5751,all_7132.tif,24
1892,5798,all_6387.tif,12
1893,5799,all_6575.tif,21
1894,5832,all_8802.tif,24
1895,5893,all_9548.tif,23
1896,6018,all_5276.tif,24
1897,66,all_11786.tif,21
1898,129,all_8437.tif,11
1899,164,all_14201.tif,31
1900,227,all_13646.tif,23
1901,296,all_14011.tif,21
1902,308,all_12900.tif,23
1903,343,all_10669.tif,23
1904,498,all_14009.tif,31
1905,514,all_11219.tif,21
1906,517,all_14200.tif,23
1907,551,all_10661.tif,21
1908,567,all_10853.tif,24
1909,588,all_10480.tif,11
1910,650,all_13080.tif,23
1911,654,all_12344.tif,31
1912,700,all_13827.tif,31
1913,737,all_13458.tif,21
1914,761,all_13082.tif,23
1915,765,all_7508.tif,41
1916,783,all_13637.tif,21
1917,852,all_12343.tif,21
1918,1032,all_10666.tif,21
1919,1112,all_13638.tif,23
1920,1228,all_13639.tif,21
1921,1313,all_13828.tif,21
1922,1548,all_14010.tif,21
1923,1565,all_13452.tif,31
1924,1643,all_13643.tif,21
1925,1656,all_13266.tif,31
1926,1770,all_13825.tif,21
1927,1796,all_8809.tif,21
1928,1857,all_13829.tif,21
1929,1947,all_11037.tif,21
1930,2102,all_13271.tif,21
1931,2203,all_11972.tif,21
1932,2222,all_13272.tif,31
1933,2279,all_8250.tif,21
1934,2284,all_12713.tif,31
1935,2389,all_13823.tif,31
1936,2445,all_10849.tif,21
1937,2472,all_14195.tif,21
1938,2494,all_12342.tif,23
1939,2506,all_14018.tif,21
1940,2559,all_13079.tif,31
1941,2610,all_13644.tif,21
1942,2768,all_12157.tif,23
1943,2828,all_11600.tif,24
1944,2893,all_13267.tif,23
1945,3097,all_13087.tif,31
1946,3249,all_8252.tif,24
1947,3338,all_13832.tif,24
1948,3509,all_12897.tif,23
1949,3552,all_10663.tif,21
1950,3620,all_13085.tif,21
1951,3649,all_13086.tif,22
1952,3762,all_7879.tif,11
1953,3807,all_12716.tif,23
1954,3915,all_7694.tif,31
1955,4065,all_12527.tif,21
1956,4152,all_11971.tif,21
1957,4360,all_10848.tif,21
1958,4404,all_13645.tif,21
1959,4462,all_14013.tif,11
1960,4572,all_10847.tif,21
1961,4658,all_13083.tif,31
1962,4790,all_11783.tif,31
1963,4935,all_14016.tif,21
1964,5018,all_14202.tif,23
1965,5406,all_11036.tif,23
1966,5409,all_13088.tif,31
1967,5582,all_14199.tif,21
1968,5612,all_13641.tif,24
1969,5747,all_13265.tif,31
1970,5945,all_10851.tif,24
1971,162,all_7502.tif,21
1972,278,all_12709.tif,24
1973,294,all_11405.tif,24
1974,403,all_5641.tif,24
1975,792,all_5826.tif,31
1976,914,all_6383.tif,21
1977,957,all_11408.tif,21
1978,1056,all_8060.tif,24
1979,1062,all_11964.tif,21
1980,1080,all_12153.tif,24
1981,1129,all_6756.tif,21
1982,1478,all_12149.tif,21
1983,1641,all_8803.tif,24
1984,1660,all_8620.tif,21
1985,1669,all_12898.tif,21
1986,1700,all_8244.tif,21
1987,1742,all_8994.tif,21
1988,1765,all_12711.tif,31
1989,1766,all_8430.tif,11
1990,1798,all_9924.tif,21
1991,1825,all_8992.tif,11
1992,1902,all_8621.tif,24
1993,1954,all_8057.tif,24
1994,1977,all_8059.tif,11
1995,2069,all_5827.tif,21
1996,2070,all_8432.tif,24
1997,2281,all_11778.tif,23
1998,2366,all_6199.tif,24
1999,2430,all_7128.tif,21
2000,2446,all_8063.tif,21
2001,2456,all_8429.tif,24
2002,2511,all_12336.tif,23
2003,2758,all_7500.tif,23
2004,2785,all_6384.tif,24
2005,2892,all_11591.tif,21
2006,2950,all_8804.tif,24
2007,2970,all_8249.tif,31
2008,3106,all_7873.tif,21
2009,3137,all_5640.tif,31
2010,3140,all_7127.tif,24
2011,3252,all_12708.tif,12
2012,3257,all_6757.tif,23
2013,3281,all_9926.tif,21
2014,3283,all_8247.tif,21
2015,3295,all_12335.tif,23
2016,3297,all_7504.tif,23
2017,3383,all_7877.tif,24
2018,3555,all_12151.tif,31
2019,3567,all_8622.tif,24
2020,3592,all_9554.tif,11
2021,3647,all_5825.tif,23
2022,3738,all_12712.tif,21
2023,3848,all_7690.tif,12
2024,4082,all_12152.tif,21
2025,4215,all_11410.tif,24
2026,4413,all_8806.tif,21
2027,4514,all_11968.tif,21
2028,4538,all_11966.tif,31
2029,4622,all_8616.tif,24
2030,4662,all_9181.tif,21
2031,4738,all_8243.tif,21
2032,4783,all_7316.tif,23
2033,4845,all_8061.tif,11
2034,4902,all_12893.tif,31
2035,4938,all_12525.tif,21
2036,4972,all_8066.tif,21
2037,5267,all_7878.tif,24
2038,5283,all_7875.tif,24
2039,5421,all_11595.tif,23
2040,5631,all_9553.tif,11
2041,5699,all_12154.tif,11
2042,5769,all_6943.tif,31
2043,5863,all_8435.tif,24
2044,5899,all_7871.tif,24
2045,156,all_24059.tif,31
2046,291,all_21078.tif,21
2047,372,all_23129.tif,23
2048,386,all_22570.tif,23
2049,400,all_24062.tif,23
2050,416,all_23317.tif,31
2051,584,all_23872.tif,11
2052,720,all_23875.tif,31
2053,864,all_22755.tif,31
2054,1005,all_21451.tif,21
2055,1089,all_22941.tif,31
2056,1093,all_21458.tif,21
2057,1141,all_21457.tif,31
2058,1209,all_25550.tif,24
2059,1210,all_21079.tif,21
2060,1314,all_25922.tif,21
2061,1483,all_22198.tif,21
2062,1549,all_25178.tif,23
2063,1610,all_21267.tif,21
2064,1746,all_26107.tif,21
2065,1767,all_26108.tif,31
2066,1782,all_21271.tif,21
2067,1783,all_25735.tif,24
2068,1813,all_23499.tif,31
2069,1846,all_24992.tif,24
2070,1911,all_24805.tif,23
2071,1949,all_24434.tif,21
2072,1950,all_21826.tif,31
2073,2041,all_21643.tif,21
2074,2157,all_22573.tif,21
2075,2177,all_22200.tif,21
2076,2191,all_25177.tif,21
2077,2206,all_24246.tif,21
2078,2270,all_21083.tif,24
2079,2273,all_22193.tif,31
2080,2345,all_23686.tif,31
2081,2424,all_23873.tif,21
2082,2558,all_23689.tif,21
2083,2633,all_22013.tif,31
2084,2707,all_21455.tif,31
2085,2708,all_21272.tif,11
2086,2777,all_24058.tif,21
2087,3130,all_22944.tif,21
2088,3230,all_21635.tif,21
2089,3336,all_22758.tif,31
2090,3347,all_21265.tif,21
2091,3771,all_22574.tif,31
2092,3802,all_6569.tif,11
2093,3856,all_21641.tif,31
2094,3864,all_21824.tif,21
2095,3941,all_23685.tif,21
2096,4057,all_21270.tif,31
2097,4158,all_22194.tif,31
2098,4289,all_21640.tif,31
2099,4294,all_22945.tif,21
2100,4301,all_21642.tif,31
2101,4525,all_21269.tif,31
2102,4954,all_21823.tif,21
2103,5010,all_22199.tif,21
2104,5220,all_22386.tif,21
2105,5230,all_21829.tif,21
2106,5264,all_22756.tif,23
2107,5279,all_22014.tif,31
2108,5315,all_21453.tif,31
2109,5346,all_23504.tif,31
2110,5495,all_22011.tif,31
2111,5545,all_22571.tif,23
2112,5552,all_21637.tif,31
2113,5594,all_24061.tif,31
2114,5686,all_21456.tif,23
2115,5712,all_22196.tif,21
2116,5817,all_22385.tif,21
2117,5859,all_6571.tif,31
2118,5884,all_23130.tif,21
2119,98,all_24984.tif,23
2120,136,all_25546.tif,23
2121,165,all_25732.tif,21
2122,168,all_27594.tif,21
2123,216,all_24614.tif,21
2124,337,all_27033.tif,31
2125,359,all_25541.tif,31
2126,601,all_27967.tif,31
2127,678,all_24802.tif,23
2128,855,all_24239.tif,23
2129,888,all_24803.tif,24
2130,893,all_28710.tif,31
2131,924,all_25360.tif,31
2132,1076,all_24242.tif,21
2133,1198,all_28340.tif,24
2134,1374,all_25175.tif,21
2135,1411,all_25542.tif,23
2136,1415,all_26663.tif,31
2137,1590,all_26847.tif,31
2138,1613,all_26476.tif,31
2139,1684,all_28523.tif,21
2140,1826,all_26848.tif,31
2141,2058,all_28152.tif,21
2142,2113,all_24616.tif,23
2143,2143,all_27409.tif,24
2144,2282,all_24983.tif,31
2145,2357,all_25172.tif,23
2146,2486,all_27778.tif,21
2147,2513,all_28153.tif,31
2148,2515,all_26475.tif,31
2149,2562,all_25547.tif,21
2150,2564,all_26291.tif,21
2151,2716,all_24428.tif,31
2152,2793,all_25728.tif,31
2153,2805,all_26665.tif,31
2154,2849,all_26661.tif,31
2155,2913,all_26662.tif,31
2156,2921,all_27036.tif,11
2157,2926,all_26292.tif,31
2158,3113,all_28337.tif,24
2159,3190,all_27222.tif,24
2160,3210,all_27966.tif,21
2161,3284,all_25169.tif,21
2162,3306,all_27410.tif,31
2163,3359,all_24426.tif,31
2164,3489,all_25921.tif,31
2165,3549,all_25359.tif,23
2166,3741,all_25545.tif,23
2167,4136,all_24430.tif,23
2168,4219,all_25363.tif,24
2169,4403,all_25917.tif,31
2170,4509,all_26851.tif,21
2171,4516,all_27781.tif,31
2172,4564,all_25731.tif,31
2173,4569,all_24618.tif,21
2174,4665,all_25174.tif,23
2175,4767,all_27038.tif,23
2176,4891,all_28151.tif,31
2177,5162,all_25920.tif,23
2178,5216,all_24241.tif,23
2179,5224,all_28524.tif,24
2180,5339,all_24800.tif,23
2181,5581,all_24801.tif,21
2182,5584,all_24425.tif,23
2183,5599,all_26664.tif,23
2184,5604,all_24798.tif,24
2185,5709,all_24799.tif,31
2186,5720,all_26477.tif,31
2187,5774,all_27035.tif,31
2188,5809,all_25355.tif,31
2189,5811,all_24427.tif,31
2190,5855,all_24432.tif,31
2191,5979,all_24429.tif,23
2192,6015,all_24988.tif,21
2193,147,all_14757.tif,21
2194,182,all_22751.tif,21
2195,209,all_27217.tif,31
2196,393,all_15130.tif,21
2197,451,all_27403.tif,31
2198,616,all_25915.tif,21
2199,769,all_28517.tif,21
2200,847,all_22753.tif,31
2201,884,all_27959.tif,31
2202,910,all_27216.tif,31
2203,917,all_15129.tif,21
2204,973,all_15503.tif,21
2205,995,all_22380.tif,21
2206,1071,all_15127.tif,21
2207,1142,all_22567.tif,21
2208,1216,all_14567.tif,21
2209,1285,all_14576.tif,21
2210,1419,all_24056.tif,21
2211,1454,all_15498.tif,21
2212,1850,all_14573.tif,21
2213,1885,all_14941.tif,21
2214,1965,all_15501.tif,21
2215,2092,all_22381.tif,31
2216,2124,all_23312.tif,24
2217,2267,all_26845.tif,31
2218,2396,all_14385.tif,23
2219,2400,all_27775.tif,31
2220,2463,all_23310.tif,31
2221,2545,all_27592.tif,21
2222,2573,all_23495.tif,21
2223,2597,all_26287.tif,31
2224,2745,all_27587.tif,31
2225,2836,all_27219.tif,31
2226,2919,all_22382.tif,21
2227,2945,all_15502.tif,21
2228,3007,all_27964.tif,23
2229,3017,all_23496.tif,31
2230,3042,all_22566.tif,31
2231,3122,all_28145.tif,21
2232,3170,all_14569.tif,23
2233,3335,all_14944.tif,21
2234,3354,all_15685.tif,21
2235,3366,all_24054.tif,23
2236,3387,all_26102.tif,31
2237,3447,all_27774.tif,32
2238,3470,all_22568.tif,31
2239,3516,all_14756.tif,24
2240,3697,all_15499.tif,21
2241,3720,all_15683.tif,21
2242,3770,all_26658.tif,23
2243,3854,all_14382.tif,21
2244,3980,all_27031.tif,31
2245,4104,all_28147.tif,24
2246,4135,all_15313.tif,21
2247,4468,all_22937.tif,21
2248,4474,all_23868.tif,23
2249,4487,all_27401.tif,31
2250,4531,all_27963.tif,31
2251,4616,all_15312.tif,21
2252,4632,all_27032.tif,31
2253,4911,all_26843.tif,32
2254,4998,all_15125.tif,21
2255,5017,all_15497.tif,21
2256,5173,all_27220.tif,31
2257,5289,all_27777.tif,31
2258,5422,all_14755.tif,21
2259,5479,all_27595.tif,11
2260,5486,all_26099.tif,24
2261,5595,all_27779.tif,23
2262,5617,all_28518.tif,11
2263,5835,all_27776.tif,21
2264,5838,all_28334.tif,12
2265,5950,all_15317.tif,21
2266,6019,all_15314.tif,31
2267,349,all_18850.tif,31
2268,512,all_14947.tif,31
2269,530,all_16802.tif,21
2270,672,all_17552.tif,21
2271,690,all_19594.tif,21
2272,932,all_15876.tif,31
2273,1040,all_16989.tif,24
2274,1092,all_16614.tif,31
2275,1125,all_15877.tif,51
2276,1315,all_19409.tif,23
2277,1339,all_20337.tif,21
2278,1444,all_16245.tif,31
2279,1492,all_17179.tif,11
2280,1496,all_16055.tif,21
2281,1538,all_16429.tif,11
2282,1545,all_18481.tif,21
2283,1764,all_16806.tif,31
2284,1847,all_15690.tif,31
2285,1932,all_20521.tif,21
2286,1945,all_15870.tif,21
2287,2011,all_14389.tif,21
2288,2104,all_16804.tif,31
2289,2420,all_16059.tif,23
2290,2505,all_19038.tif,21
2291,2512,all_19406.tif,21
2292,2628,all_16985.tif,31
2293,2659,all_16248.tif,31
2294,2697,all_14762.tif,11
2295,2728,all_15874.tif,31
2296,3035,all_16803.tif,31
2297,3094,all_16807.tif,21
2298,3131,all_17738.tif,21
2299,3152,all_18849.tif,21
2300,3172,all_19035.tif,21
2301,3309,all_15134.tif,21
2302,3337,all_20149.tif,51
2303,3520,all_16990.tif,24
2304,3525,all_19034.tif,24
2305,3591,all_20524.tif,21
2306,3656,all_20522.tif,31
2307,3920,all_19780.tif,23
2308,3998,all_20335.tif,21
2309,4103,all_20150.tif,24
2310,4385,all_15132.tif,12
2311,4528,all_15875.tif,31
2312,4534,all_19219.tif,21
2313,4640,all_19226.tif,23
2314,4739,all_17178.tif,31
2315,4791,all_16620.tif,31
2316,4830,all_16243.tif,21
2317,4866,all_20708.tif,31
2318,4963,all_20894.tif,31
2319,4968,all_19595.tif,21
2320,4982,all_16431.tif,31
2321,5050,all_20893.tif,31
2322,5068,all_18851.tif,21
2323,5073,all_16619.tif,31
2324,5106,all_17922.tif,31
2325,5108,all_16430.tif,24
2326,5188,all_17550.tif,23
2327,5206,all_16621.tif,31
2328,5219,all_14388.tif,21
2329,5266,all_16428.tif,31
2330,5441,all_19036.tif,21
2331,5475,all_16618.tif,31
2332,5478,all_18482.tif,21
2333,5485,all_15319.tif,31
2334,5507,all_15873.tif,21
2335,5568,all_15133.tif,21
2336,5596,all_16242.tif,31
2337,5659,all_15320.tif,24
2338,5927,all_16992.tif,31
2339,6002,all_16061.tif,31
2340,6021,all_20339.tif,31
2341,115,all_17733.tif,31
2342,408,all_17357.tif,11
2343,414,all_19031.tif,31
2344,525,all_20147.tif,21
2345,634,all_20154.tif,21
2346,644,all_18476.tif,21
2347,676,all_18291.tif,21
2348,807,all_20148.tif,21
2349,809,all_17920.tif,31
2350,886,all_19961.tif,31
2351,937,all_19968.tif,21
2352,1058,all_18660.tif,24
2353,1312,all_18104.tif,31
2354,1439,all_18107.tif,21
2355,1472,all_18845.tif,21
2356,1615,all_20899.tif,23
2357,1707,all_19776.tif,21
2358,1873,all_17177.tif,31
2359,1896,all_19217.tif,21
2360,1912,all_17732.tif,31
2361,1929,all_18663.tif,21
2362,2035,all_18288.tif,24
2363,2039,all_19589.tif,31
2364,2131,all_19411.tif,21
2365,2296,all_17172.tif,31
2366,2372,all_18102.tif,21
2367,2593,all_17919.tif,31
2368,2714,all_20156.tif,31
2369,2780,all_20900.tif,23
2370,3021,all_19969.tif,31
2371,3254,all_17545.tif,31
2372,3446,all_20520.tif,21
2373,3461,all_19218.tif,31
2374,3493,all_18105.tif,11
2375,3665,all_19782.tif,21
2376,3743,all_17544.tif,24
2377,3851,all_17921.tif,21
2378,3868,all_17915.tif,21
2379,3914,all_17171.tif,31
2380,3942,all_20341.tif,31
2381,3963,all_19597.tif,21
2382,4012,all_19590.tif,21
2383,4039,all_17918.tif,31
2384,4069,all_18106.tif,31
2385,4081,all_20898.tif,31
2386,4352,all_20713.tif,31
2387,4358,all_19404.tif,31
2388,4456,all_18846.tif,21
2389,4755,all_17548.tif,21
2390,4859,all_17916.tif,21
2391,4892,all_18287.tif,31
2392,5078,all_18662.tif,21
2393,5140,all_20340.tif,21
2394,5222,all_18666.tif,31
2395,5236,all_18289.tif,21
2396,5470,all_17546.tif,31
2397,5601,all_20714.tif,21
2398,5786,all_17730.tif,21
2399,5956,all_18854.tif,23
2400,97,all_8440.tif,24
2401,112,all_11235.tif,24
2402,128,all_11230.tif,22
2403,230,all_9935.tif,21
2404,290,all_8628.tif,23
2405,420,all_11416.tif,21
2406,470,all_8258.tif,23
2407,473,all_8446.tif,21
2408,556,all_8630.tif,21
2409,558,all_6951.tif,12
2410,630,all_8814.tif,11
2411,642,all_8068.tif,23
2412,750,all_5277.tif,52
2413,770,all_8445.tif,31
2414,773,all_9003.tif,23
2415,795,all_8819.tif,21
2416,856,all_7324.tif,11
2417,889,all_6766.tif,52
2418,1027,all_8999.tif,11
2419,1174,all_7512.tif,12
2420,1194,all_9001.tif,11
2421,1240,all_8998.tif,24
2422,1261,all_11232.tif,21
2423,1400,all_11422.tif,24
2424,1447,all_7323.tif,41
2425,1512,all_9005.tif,21
2426,1529,all_7699.tif,24
2427,1685,all_8074.tif,24
2428,2241,all_6765.tif,31
2429,2245,all_11234.tif,24
2430,2290,all_7887.tif,21
2431,2470,all_11046.tif,24
2432,2524,all_10673.tif,23
2433,3013,all_7882.tif,52
2434,3018,all_10306.tif,23
2435,3028,all_10493.tif,23
2436,3052,all_10121.tif,23
2437,3148,all_11237.tif,21
2438,3189,all_10307.tif,23
2439,3365,all_7143.tif,11
2440,3574,all_11047.tif,21
2441,3775,all_10860.tif,23
2442,4159,all_7698.tif,24
2443,4182,all_10857.tif,24
2444,4203,all_11420.tif,23
2445,4253,all_8069.tif,23
2446,4447,all_7885.tif,31
2447,4580,all_10861.tif,21
2448,4628,all_7700.tif,52
2449,4696,all_8261.tif,21
2450,5416,all_9377.tif,21
2451,5467,all_9004.tif,21
2452,5871,all_8257.tif,21
2453,5920,all_7703.tif,24
2454,5999,all_7884.tif,23
2455,28,all_11976.tif,24
2456,52,all_12536.tif,21
2457,185,all_11979.tif,21
2458,304,all_12353.tif,21
2459,410,all_10489.tif,21
2460,464,all_11050.tif,23
2461,482,all_14024.tif,21
2462,495,all_12535.tif,23
2463,568,all_11794.tif,21
2464,636,all_13653.tif,21
2465,661,all_10488.tif,21
2466,940,all_12163.tif,32
2467,1003,all_12719.tif,22
2468,1150,all_10487.tif,21
2469,1278,all_11789.tif,21
2470,1471,all_14021.tif,21
2471,1624,all_14206.tif,22
2472,1642,all_11791.tif,24
2473,1971,all_11609.tif,21
2474,2037,all_12166.tif,21
2475,2073,all_12351.tif,21
2476,2433,all_12532.tif,31
2477,2603,all_13835.tif,24
2478,2804,all_12534.tif,24
2479,2817,all_14209.tif,21
2480,2837,all_12724.tif,21
2481,2840,all_12717.tif,31
2482,2859,all_11604.tif,21
2483,2946,all_14208.tif,21
2484,3197,all_13463.tif,31
2485,3421,all_11601.tif,23
2486,3688,all_11606.tif,21
2487,3801,all_12721.tif,21
2488,3984,all_11975.tif,23
2489,4191,all_14210.tif,21
2490,4355,all_13096.tif,21
2491,4422,all_13836.tif,23
2492,4477,all_12539.tif,24
2493,4594,all_13276.tif,23
2494,4837,all_13461.tif,31
2495,4838,all_13092.tif,31
2496,4879,all_13279.tif,32
2497,4956,all_12537.tif,21
2498,5079,all_13649.tif,21
2499,5280,all_14207.tif,21
2500,5309,all_12722.tif,24
2501,5368,all_11793.tif,24
2502,5527,all_12347.tif,24
2503,5572,all_13839.tif,21
2504,5641,all_11605.tif,21
2505,5671,all_12160.tif,31
2506,5693,all_14020.tif,11
2507,5914,all_13280.tif,21
2508,5973,all_12352.tif,21
2509,6020,all_14019.tif,21
2510,191,all_13469.tif,11
2511,240,all_10120.tif,24
2512,241,all_9934.tif,21
2513,310,all_9188.tif,21
2514,394,all_13094.tif,21
2515,461,all_23323.tif,21
2516,839,all_13466.tif,31
2517,1083,all_23324.tif,21
2518,1115,all_10305.tif,23
2519,1119,all_23319.tif,21
2520,1128,all_9560.tif,24
2521,1151,all_24068.tif,31
2522,1308,all_23322.tif,11
2523,1379,all_24438.tif,21
2524,1398,all_23692.tif,31
2525,1422,all_10117.tif,24
2526,1432,all_12909.tif,21
2527,1505,all_24067.tif,11
2528,1829,all_9933.tif,21
2529,1894,all_24069.tif,31
2530,1922,all_9930.tif,21
2531,1959,all_9932.tif,24
2532,1972,all_13095.tif,21
2533,2149,all_13278.tif,23
2534,2171,all_9744.tif,31
2535,2239,all_24443.tif,31
2536,2438,all_23140.tif,31
2537,2539,all_9184.tif,24
2538,2578,all_23326.tif,31
2539,2614,all_13275.tif,31
2540,2665,all_13097.tif,21
2541,2677,all_9370.tif,24
2542,2706,all_12905.tif,31
2543,2749,all_23880.tif,31
2544,2888,all_9931.tif,21
2545,2983,all_14027.tif,21
2546,3025,all_9183.tif,24
2547,3043,all_9748.tif,24
2548,3050,all_9372.tif,22
2549,3054,all_9186.tif,23
2550,3091,all_9374.tif,11
2551,3142,all_10114.tif,21
2552,3238,all_8811.tif,24
2553,3364,all_10116.tif,21
2554,3477,all_9927.tif,21
2555,3730,all_9745.tif,21
2556,3901,all_9561.tif,21
2557,4122,all_9743.tif,11
2558,4392,all_9557.tif,23
2559,4789,all_13655.tif,21
2560,4847,all_8997.tif,51
2561,5203,all_10119.tif,23
2562,5373,all_9747.tif,11
2563,5661,all_10113.tif,23
2564,5932,all_9741.tif,23
2565,53,all_21467.tif,31
2566,226,all_24626.tif,31
2567,373,all_24621.tif,21
2568,379,all_24809.tif,23
2569,383,all_25551.tif,11
2570,561,all_27413.tif,24
2571,582,all_25554.tif,11
2572,691,all_24999.tif,31
2573,791,all_22583.tif,31
2574,810,all_22397.tif,23
2575,898,all_24998.tif,24
2576,1380,all_24994.tif,23
2577,1556,all_25182.tif,31
2578,1557,all_25372.tif,31
2579,1807,all_25366.tif,31
2580,1851,all_25183.tif,23
2581,1917,all_22769.tif,22
2582,1942,all_24996.tif,24
2583,2468,all_25371.tif,31
2584,2549,all_25552.tif,21
2585,2602,all_25181.tif,31
2586,2615,all_24628.tif,31
2587,2786,all_25187.tif,23
2588,2822,all_22955.tif,21
2589,2891,all_24255.tif,11
2590,3112,all_24064.tif,31
2591,3244,all_24253.tif,21
2592,3310,all_24070.tif,21
2593,3442,all_25367.tif,31
2594,3512,all_24807.tif,31
2595,3543,all_23138.tif,22
2596,3795,all_25556.tif,23
2597,3958,all_23508.tif,21
2598,3975,all_24249.tif,21
2599,4164,all_23695.tif,21
2600,4166,all_24813.tif,31
2601,4311,all_24251.tif,31
2602,4374,all_23511.tif,31
2603,4402,all_24814.tif,21
2604,4500,all_24625.tif,31
2605,4687,all_24624.tif,23
2606,4691,all_27414.tif,31
2607,4754,all_24254.tif,21
2608,4764,all_24622.tif,31
2609,4824,all_25559.tif,31
2610,4855,all_25179.tif,31
2611,5027,all_23879.tif,21
2612,5218,all_23136.tif,32
2613,5241,all_27226.tif,24
2614,5360,all_24812.tif,23
2615,5389,all_23691.tif,21
2616,5458,all_23699.tif,31
2617,5652,all_24250.tif,31
2618,5765,all_24808.tif,21
2619,5856,all_27598.tif,23
2620,43,all_25738.tif,31
2621,157,all_22576.tif,31
2622,213,all_21087.tif,31
2623,254,all_25744.tif,31
2624,267,all_26110.tif,24
2625,445,all_25928.tif,31
2626,523,all_22392.tif,23
2627,549,all_21094.tif,11
2628,606,all_25737.tif,21
2629,730,all_22764.tif,31
2630,909,all_22389.tif,31
2631,993,all_21461.tif,31
2632,1020,all_25923.tif,11
2633,1084,all_22766.tif,31
2634,1195,all_26485.tif,23
2635,1731,all_22949.tif,21
2636,2019,all_22762.tif,23
2637,2072,all_26111.tif,31
2638,2074,all_26116.tif,32
2639,2180,all_26671.tif,23
2640,2218,all_22205.tif,23
2641,2287,all_26301.tif,23
2642,2327,all_21648.tif,23
2643,2373,all_26487.tif,23
2644,2575,all_22954.tif,21
2645,2720,all_26297.tif,24
2646,2723,all_22395.tif,21
2647,2915,all_22581.tif,31
2648,2916,all_26300.tif,23
2649,2936,all_26303.tif,23
2650,3157,all_21462.tif,23
2651,3349,all_21838.tif,23
2652,3545,all_21276.tif,31
2653,3551,all_22204.tif,21
2654,3640,all_25926.tif,31
2655,3660,all_22951.tif,31
2656,3756,all_22211.tif,23
2657,3772,all_22948.tif,21
2658,3811,all_22763.tif,11
2659,3835,all_21646.tif,24
2660,4026,all_21280.tif,31
2661,4090,all_22768.tif,31
2662,4591,all_21645.tif,23
2663,4611,all_21464.tif,31
2664,4750,all_22767.tif,31
2665,4827,all_22393.tif,21
2666,4943,all_21463.tif,23
2667,4979,all_22206.tif,12
2668,5174,all_21460.tif,31
2669,5211,all_21092.tif,31
2670,5250,all_21279.tif,31
2671,5384,all_21465.tif,23
2672,5445,all_21093.tif,31
2673,5795,all_21466.tif,31
2674,5886,all_21459.tif,23
2675,35,all_14768.tif,21
2676,45,all_15507.tif,31
2677,60,all_14770.tif,21
2678,100,all_15321.tif,31
2679,261,all_16253.tif,31
2680,352,all_14398.tif,31
2681,377,all_14578.tif,31
2682,412,all_14950.tif,21
2683,474,all_14579.tif,31
2684,611,all_15136.tif,21
2685,684,all_16066.tif,31
2686,827,all_14395.tif,21
2687,1004,all_16439.tif,31
2688,1183,all_14582.tif,31
2689,1197,all_14952.tif,21
2690,1253,all_14951.tif,22
2691,1468,all_16254.tif,21
2692,1555,all_14397.tif,21
2693,1863,all_15135.tif,21
2694,2145,all_15508.tif,12
2695,2427,all_14580.tif,21
2696,2763,all_15324.tif,24
2697,2824,all_16440.tif,31
2698,2920,all_27044.tif,23
2699,2931,all_16624.tif,31
2700,3006,all_15322.tif,21
2701,3062,all_15694.tif,24
2702,3167,all_27043.tif,23
2703,3213,all_26854.tif,23
2704,3263,all_14765.tif,22
2705,3726,all_26859.tif,31
2706,3870,all_16438.tif,24
2707,3930,all_26855.tif,24
2708,3982,all_16067.tif,24
2709,4023,all_26667.tif,31
2710,4088,all_14766.tif,31
2711,4150,all_14585.tif,21
